timestamp,ticker,asset,flow_usd_m
2025-04-09,ETHA,ETH,-5.5
2025-04-09,FETH,ETH,-5.7
2025-04-09,ETHW,ETH,0.0
2025-04-09,TETH,ETH,0.0
2025-04-09,ETHV,ETH,0.0
2025-04-09,QETH,ETH,0.0
2025-04-09,EZET,ETH,0.0
2025-04-09,ETHE,ETH,0.0
2025-04-09,ETH,ETH,0.0
2025-04-10,ETHA,ETH,6.4
2025-04-10,FETH,ETH,-36.0
2025-04-10,ETHW,ETH,-2.5
2025-04-10,TETH,ETH,0.0
2025-04-10,ETHV,ETH,-4.4
2025-04-10,QETH,ETH,0.0
2025-04-10,EZET,ETH,0.0
2025-04-10,ETHE,ETH,-2.3
2025-04-10,ETH,ETH,0.0
2025-04-11,ETHA,ETH,0.0
2025-04-11,FETH,ETH,0.0
2025-04-11,ETHW,ETH,-3.1
2025-04-11,TETH,ETH,0.0
2025-04-11,ETHV,ETH,0.0
2025-04-11,QETH,ETH,0.0
2025-04-11,EZET,ETH,0.0
2025-04-11,ETHE,ETH,-26.1
2025-04-11,ETH,ETH,0.0
2025-04-14,ETHA,ETH,0.0
2025-04-14,FETH,ETH,-7.8
2025-04-14,ETHW,ETH,0.0
2025-04-14,TETH,ETH,1.8
2025-04-14,ETHV,ETH,0.0
2025-04-14,QETH,ETH,0.0
2025-04-14,EZET,ETH,0.0
2025-04-14,ETHE,ETH,0.0
2025-04-14,ETH,ETH,0.0
2025-04-15,ETHA,ETH,0.0
2025-04-15,FETH,ETH,-3.6
2025-04-15,ETHW,ETH,0.0
2025-04-15,TETH,ETH,0.0
2025-04-15,ETHV,ETH,0.0
2025-04-15,QETH,ETH,0.0
2025-04-15,EZET,ETH,0.0
2025-04-15,ETHE,ETH,-10.6
2025-04-15,ETH,ETH,0.0
2025-04-16,ETHA,ETH,-4.3
2025-04-16,FETH,ETH,0.0
2025-04-16,ETHW,ETH,0.0
2025-04-16,TETH,ETH,0.0
2025-04-16,ETHV,ETH,0.0
2025-04-16,QETH,ETH,0.0
2025-04-16,EZET,ETH,-1.8
2025-04-16,ETHE,ETH,-8.2
2025-04-16,ETH,ETH,2.2
2025-04-17,ETHA,ETH,0.0
2025-04-17,FETH,ETH,0.0
2025-04-17,ETHW,ETH,0.0
2025-04-17,TETH,ETH,0.0
2025-04-17,ETHV,ETH,0.0
2025-04-17,QETH,ETH,0.0
